Sensitivity, Dice, Specificity, Precision, Accuracy, F1, Jaccard
1.0,0.0,0.93316650390625,0.0,0.93316650390625,0.0,0.0
1.0,0.0,0.9991455078125,0.0,0.9991455078125,0.0,0.0
1.0,0.0,0.91741943359375,0.0,0.91741943359375,0.0,0.0
0.0,0.0,1.0,1.0,0.8076171875,0.0,0.0
0.9041825095057034,0.9462793473935536,0.9986912898066017,0.9924874791318865,0.9835205078125,0.9462793473935536,0.898036253776435
0.09934735315445975,0.1806196440342782,0.9999333555481507,0.9927536231884058,0.92413330078125,0.1806196440342782,0.09927536231884058
0.9595613433858807,0.9739130434782609,0.99892797319933,0.9887005649717514,0.99542236328125,0.9739130434782608,0.9491525423728814
0.0,0.0,0.9985758189041302,0.0,0.8131103515625,1.0,0.0
0.707086017430845,0.8271276595744681,0.9994907238995998,0.996262680192205,0.952392578125,0.8271276595744681,0.7052154195011338
0.893687707641196,0.9204448246364414,0.9961791831357049,0.9488536155202821,0.9886474609375,0.9204448246364413,0.8526148969889065
0.9378306878306878,0.9629881154499151,0.9989913932221625,0.9895324494068388,0.99334716796875,0.9629881154499151,0.9286182056319581
0.0,0.0,1.0,1.0,0.81732177734375,0.0,0.0
0.4247885251930857,0.5945945945945946,0.9991950237833882,0.9905660377358491,0.90386962890625,0.5945945945945945,0.4230769230769231
0.281508739650414,0.43870967741935485,0.9998692554095574,0.9935064935064936,0.95220947265625,0.43870967741935485,0.2809917355371901
0.8564102564102564,0.9191606467148263,0.9992579600647599,0.991833704528582,0.98565673828125,0.9191606467148262,0.8504137492043284
0.0,0.0,1.0,1.0,0.8289794921875,0.0,0.0
0.03827247191011236,0.0737233682786608,1.0,1.0,0.83282470703125,0.07372336827866081,0.03827247191011236
0.3642458100558659,0.5335515548281505,0.9999354380528117,0.9969418960244648,0.9652099609375,0.5335515548281505,0.3638392857142857
0.7768871075484302,0.8724681170292573,0.9995969637939142,0.9948674080410608,0.979248046875,0.8724681170292573,0.7737857618097139
0.0,0.0,1.0,1.0,0.8382568359375,0.0,0.0
0.0024196335983408227,0.004827586206896552,1.0,1.0,0.8238525390625,0.004827586206896551,0.0024196335983408227
0.49232914923291493,0.6598130841121496,1.0,1.0,0.977783203125,0.6598130841121496,0.49232914923291493
0.6303780964797914,0.7717478052673583,0.9996632996632997,0.9948559670781894,0.965087890625,0.7717478052673584,0.6283300844704354
0.0,0.0,1.0,1.0,0.855224609375,0.0,0.0
0.0,0.0,0.9999261992619927,0.0,0.82696533203125,1.0,0.0
0.5224171539961013,0.6810673443456162,0.9996219519879025,0.9781021897810219,0.98468017578125,0.6810673443456161,0.5163776493256262
0.7549219280380176,0.8530878404296126,0.9985245791697405,0.9805996472663139,0.97662353515625,0.8530878404296124,0.7438127090301003
0.0,0.0,1.0,1.0,0.8597412109375,0.0,0.0
0.0,0.0,0.9994739610731194,0.0,0.811767578125,1.0,0.0
0.8744769874476988,0.9247787610619469,0.9997522452771755,0.9812206572769953,0.9979248046875,0.9247787610619469,0.8600823045267489
0.8273657289002557,0.8924137931034483,0.9971659919028341,0.968562874251497,0.98095703125,0.8924137931034483,0.8057285180572852
0.0025929127052722557,0.005172413793103448,1.0,1.0,0.859130859375,0.005172413793103448,0.0025929127052722557
0.057769539697250544,0.1091652072387624,0.9998478740397049,0.9894179894179894,0.813720703125,0.10916520723876241,0.05773386847792528
0.7125506072874493,0.822429906542056,0.9996901530643862,0.9723756906077348,0.995361328125,0.822429906542056,0.6984126984126984
0.801875,0.8781656399726215,0.997362012987013,0.970499243570348,0.978271484375,0.8781656399726214,0.7827943868212325
0.0,0.0,1.0,1.0,0.8448486328125,0.0,0.0
0.05192012288786482,0.09845616079230993,0.9993144946302079,0.949438202247191,0.81109619140625,0.09845616079230994,0.05177696078431373
0.7253886010362695,0.8383233532934131,0.9999382372923229,0.9929078014184397,0.9967041015625,0.8383233532934132,0.7216494845360825
0.9229090909090909,0.9438452956489402,0.9970017989206477,0.9657534246575342,0.99078369140625,0.9438452956489402,0.893661971830986
0.030684931506849315,0.058424621804903494,0.9975273026993612,0.6086956521739131,0.88983154296875,0.05842462180490349,0.030091348737238045
0.048,0.0912863070539419,0.9992665395335192,0.9295774647887324,0.839599609375,0.0912863070539419,0.04782608695652174
0.3181818181818182,0.4426877470355731,0.9973802395209581,0.7272727272727273,0.9827880859375,0.4426877470355732,0.28426395939086296
0.013089005235602094,0.025817555938037865,0.9999343745898411,0.9375,0.930908203125,0.02581755593803787,0.013077593722755012
0.12178255858624663,0.21645612837145783,0.9993469269283797,0.9723926380368099,0.85992431640625,0.21645612837145786,0.12136294027565084
0.03822843822843823,0.07337807606263982,0.9994381627923309,0.9111111111111111,0.87359619140625,0.07337807606263982,0.03808639108221087
0.6055979643765903,0.7543581616481775,1.0,1.0,0.99053955078125,0.7543581616481775,0.6055979643765903
0.9027322404371585,0.8174171202375062,0.9818992824358395,0.7468354430379747,0.97747802734375,0.8174171202375061,0.6912133891213389
0.7459016393442623,0.8044198895027624,0.9966658278812279,0.8729016786570744,0.98919677734375,0.8044198895027626,0.6728280961182994
0.030739045127534337,0.05845771144278607,0.9978458431504544,0.5949367088607594,0.9075927734375,0.058457711442786074,0.03010890454836643
0.872791519434629,0.8546712802768166,0.9970188187069127,0.8372881355932204,0.994873046875,0.8546712802768166,0.7462235649546828
0.9468085106382979,0.9256,0.9920195224904366,0.905320813771518,0.9886474609375,0.9256,0.8615040953090097
0.46420323325635104,0.44419889502762433,0.9650728186621987,0.4258474576271186,0.9385986328125,0.4441988950276243,0.28551136363636365
0.7833899951432735,0.7824399708949794,0.9685165794066317,0.7814922480620154,0.94525146484375,0.7824399708949793,0.6426294820717131
0.8179487179487179,0.8598382749326146,0.9979367262723521,0.90625,0.99365234375,0.8598382749326146,0.7541371158392435
0.9405017921146953,0.9364739471805853,0.9936620188137968,0.9324804548685146,0.9891357421875,0.9364739471805853,0.8805369127516779
0.24324324324324326,0.3852013057671382,0.9969720442222378,0.9250871080139372,0.89654541015625,0.3852013057671382,0.238544474393531
0.9823958780592529,0.8693009118541033,0.9539665599430808,0.779557069846678,0.9580078125,0.8693009118541033,0.7688172043010753
0.8842364532019704,0.9020100502512562,0.9980598322693703,0.9205128205128205,0.9952392578125,0.9020100502512562,0.8215102974828375
0.8545953360768176,0.8951149425287356,0.9946402251105454,0.9396681749622926,0.982177734375,0.8951149425287357,0.8101430429128739
0.022664015904572565,0.04430625728721337,0.9999278967481433,0.9827586206896551,0.84991455078125,0.044306257287213366,0.022655007949125595
0.8962962962962963,0.825197415649677,0.9487661914755048,0.7645493847688726,0.9405517578125,0.8251974156496769,0.7024136877482432
0.7871485943775101,0.8587075575027382,0.9985521843132318,0.944578313253012,0.99212646484375,0.8587075575027383,0.7523992322456814
0.9238095238095239,0.9411764705882353,0.9955114254624592,0.9592088998763906,0.9881591796875,0.9411764705882353,0.8888888888888888
0.3893772893772894,0.5486451612903226,0.9939944338655339,0.9283842794759826,0.89324951171875,0.5486451612903226,0.37802275960170695
0.9168712732374605,0.8608595422361272,0.9550727850439666,0.8112973308504035,0.94842529296875,0.8608595422361272,0.7557097427002024
0.0,0.0,0.9966161254636559,0.0,0.93475341796875,1.0,0.0
0.9568069983597595,0.9636563876651982,0.9963586396427344,0.9706045479755963,0.991943359375,0.9636563876651981,0.9298618490967057
0.2962962962962963,0.45714285714285713,1.0,1.0,0.99884033203125,0.45714285714285713,0.2962962962962963
0.0,0.0,1.0,1.0,0.9991455078125,0.0,0.0
0.0,0.0,1.0,1.0,0.82586669921875,0.0,0.0
0.9869024230517355,0.9147192716236723,0.9608402100525131,0.8523755656108597,0.9656982421875,0.9147192716236723,0.8428411633109619
1.0,0.0,0.99530029296875,0.0,0.99530029296875,0.0,0.0
0.0,0.0,0.9876487031138269,0.0,0.92730712890625,1.0,0.0
0.9712269272529859,0.9667657389894623,0.9951863567597304,0.9623453469607316,0.99249267578125,0.9667657389894624,0.9356694560669456
0.625,0.5263157894736842,0.9985322896281801,0.45454545454545453,0.997802734375,0.5263157894736842,0.35714285714285715
1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3977401129943503,0.560212201591512,0.9957025274965402,0.947085201793722,0.8988037109375,0.560212201591512,0.38909358879882094
0.9977513652425313,0.9564280215550424,0.9792027729636048,0.9183914843287996,0.98272705078125,0.9564280215550424,0.9164945411625849
0.5358695652173913,0.6866295264623955,0.9985126745990688,0.9554263565891473,0.9725341796875,0.6866295264623954,0.5227995758218452
0.8084397556912826,0.8800241764883651,0.996434204210382,0.9655172413793104,0.97576904296875,0.8800241764883652,0.7857528332433891
0.0,0.0,1.0,1.0,0.99493408203125,0.0,0.0
1.0,0.0,0.99993896484375,0.0,0.99993896484375,0.0,0.0
0.17825242718446602,0.2986337020169161,0.9971033384024911,0.9198396793587175,0.868408203125,0.298633702016916,0.17552581261950287
0.4914708722240103,0.6354556803995006,0.9870452662499059,0.8987639788110653,0.89306640625,0.6354556803995005,0.4656907593778591
0.4799554565701559,0.6342899190581309,0.9980627663696242,0.9349240780911063,0.96966552734375,0.6342899190581309,0.4644396551724138
0.9440113394755493,0.9027448322602508,0.986108328324317,0.8649350649350649,0.98248291015625,0.9027448322602507,0.8227300802964793
0.0,0.0,1.0,1.0,0.8616943359375,0.0,0.0
0.6977665706051873,0.7848460291734197,0.9836125808348031,0.8967592592592593,0.9351806640625,0.7848460291734198,0.6458819606535512
0.4899497487437186,0.642504118616145,0.9991242337044914,0.9330143540669856,0.98675537109375,0.642504118616145,0.4733009708737864
0.9959083469721768,0.841341168337366,0.9700567207492415,0.7283064033512866,0.97198486328125,0.8413411683373662,0.7261336515513126
1.0,0.0,0.99176025390625,0.0,0.99176025390625,0.0,0.0
0.024336283185840708,0.047516198704103674,1.0,1.0,0.86541748046875,0.047516198704103674,0.024336283185840708
0.7998685507722643,0.851346624693949,0.9819353871523874,0.9099065420560748,0.9481201171875,0.851346624693949,0.741169305724726
0.8246575342465754,0.8865979381443299,0.999188463699357,0.9585987261146497,0.99530029296875,0.8865979381443299,0.7962962962962963
0.9993403693931399,0.9314478942514602,0.9850686037126715,0.8721934369602763,0.98638916015625,0.9314478942514602,0.8716915995397008
1.0,0.0,0.99700927734375,0.0,0.99700927734375,0.0,0.0
1.0,0.0,0.9893798828125,0.0,0.9893798828125,0.0,0.0
0.6745747538048343,0.7927406628090479,0.9956890459363957,0.9610969387755102,0.951904296875,0.7927406628090479,0.6566448801742919
0.6651432053625838,0.7677158431510462,0.9830560219813769,0.9076923076923077,0.91937255859375,0.7677158431510462,0.6230022831050228
0.020588235294117647,0.04011461318051576,0.99987534280728,0.7777777777777778,0.97955322265625,0.040114613180515755,0.02046783625730994
1.0,0.8143067123958844,0.9485124303763076,0.6867768595041323,0.9537353515625,0.8143067123958844,0.6867768595041323
1.0,0.0,0.977783203125,0.0,0.977783203125,0.0,0.0
0.7140951534015118,0.8088642659279779,0.9917934205871949,0.9326364692218351,0.95367431640625,0.8088642659279778,0.6790697674418604
0.34001196172248804,0.48506825938566556,0.9841257668711656,0.8459821428571429,0.8526611328125,0.4850682593856655,0.32019149535342156
0.18072289156626506,0.3022670025188917,0.9996885123349115,0.9230769230769231,0.98309326171875,0.3022670025188917,0.17804154302670624
0.9719904648390941,0.7783345263660224,0.9400244798041616,0.649025069637883,0.94329833984375,0.7783345263660224,0.637109375
1.0,0.0,0.96807861328125,0.0,0.96807861328125,0.0,0.0
0.0026654820079964462,0.005316792202038104,1.0,1.0,0.86297607421875,0.005316792202038103,0.0026654820079964462
0.4708320994965946,0.6142553602472475,0.983854847389867,0.8833333333333333,0.87811279296875,0.6142553602472474,0.44326735433509895
0.1942675159235669,0.3185378590078329,0.9995021779713752,0.8840579710144928,0.98406982421875,0.31853785900783294,0.18944099378881987
0.9887387387387387,0.9295923769190048,0.9831599123767798,0.8771228771228772,0.9837646484375,0.9295923769190048,0.8684470820969338
1.0,0.0,0.99810791015625,0.0,0.99810791015625,0.0,0.0
0.0008960573476702509,0.0017889087656529517,0.9998586772187676,0.5,0.86376953125,0.0017889087656529515,0.0008952551477170994
0.47595596755504055,0.621877365632097,0.9853850912465203,0.8968340611353712,0.8780517578125,0.621877365632097,0.45124965668772316
0.0,0.0,1.0,1.0,0.983154296875,0.0,0.0
0.997539975399754,0.8758099352051836,0.9691015042688711,0.78055822906641,0.971923828125,0.8758099352051836,0.7790585975024016
1.0,0.0,0.95355224609375,0.0,0.95355224609375,0.0,0.0
0.27170702894270526,0.3681472589035614,0.9764481655435301,0.5707196029776674,0.90362548828125,0.3681472589035614,0.22560078469838157
0.5794107687097867,0.6904761904761905,0.9782592509865237,0.854218671992012,0.9063720703125,0.6904761904761905,0.5272727272727272
0.0,0.0,1.0,1.0,0.98876953125,0.0,0.0
0.9940688018979834,0.8738269030239834,0.9677507143829093,0.7795348837209303,0.970458984375,0.8738269030239834,0.7759259259259259
0.02834008097165992,0.05185185185185185,0.9969315348718276,0.30434782608695654,0.953125,0.05185185185185186,0.026615969581749048
